frq,word
14,dinosaur
14,dig
14,differently
14,destroyed
14,destination
14,delay
14,decent
14,curious
14,council
14,corporations
14,corner
14,consistent
14,considerably
14,confidential
14,complicated
14,communication
14,communicate
14,combination
14,coding
14,chain
14,buried
14,buildings
14,bucks
14,browsing
14,boxes
14,boom
14,bodies
14,blocking
14,begun
14,beating
14,beach
14,atmospheric
14,atmosphere
14,association
14,army
14,apparent
14,anecdotal
14,align
14,aggressive
14,afternoon
13,yup
13,wisdom
13,wild
13,widespread
13,whump
13,weak
13,warned
13,walls
13,visiting
13,violent
13,versus
13,urgent
13,typed
13,tweaking
13,truck
13,tribe
13,trial
13,treatment
13,tons
13,telephone
13,tactic
13,structures
13,star
13,spy
13,spots
13,spool
13,spoke
13,soul
13,solved
13,semi
13,scripting
13,scoring
13,routine
13,roots
13,rivals
13,reset
13,replied
13,relations
13,regions
13,ratio
13,publish
13,protesting
13,promises
13,promised
13,processor
13,printing
13,pics
13,password
13,partnership
13,owner
13,officially
13,odds
13,occur
13,neighbor
13,neat
13,native
13,minded
13,mess
13,merit
13,logical
13,lie
13,legitimate
13,learning
13,laid
13,justify
13,jesse
13,involves
13,involve
13,invented
13,insurance
13,insist
13,infringement
13,improvement
13,hotels
13,horror
13,holding
13,hire
13,hide
13,heavy
13,headquarters
13,grew
13,graphics
13,granting
13,grant
13,gays
13,funds
13,freaking
13,forwarding
13,forest
13,fonts
13,follows
13,feels
13,families
13,faith
13,facing
13,extended
13,explorer
13,expert
13,executives
13,execute
13,er
13,elements
13,egg
13,educated
13,documented
13,district
13,disposition
13,discussing
13,disabled
13,determined
13,detailed
13,delivering
13,dear
13,dating
13,dag
13,cracking
13,counting
13,copyrighted
13,controlled
13,contributions
13,continuing
13,continental
13,contained
13,connecting
13,confirm
13,conclusion
13,computed
13,complained
13,clothes
13,chose
13,centre
13,capability
13,burger
13,breaking
13,brand
13,branch
13,bound
13,blocked
13,begins
13,batch
13,bankruptcy
13,balloon
13,attempting
13,assigning
13,asks
13,arrived
13,approaches
13,angry
13,altitude
13,allowing
13,airline
12,zip
12,wondered
12,witnesses
12,whenever
12,wheel
12,weight
12,wanting
12,vulnerabilities
12,voices
12,vision
12,virgin
12,unstable
12,unrelated
12,universal
12,underground
12,travel
12,trademark
12,technique
12,tea
12,strings
12,stopped
12,stolen
12,stole
12,stealing
12,stands
12,stability
12,spread
12,specification
12,spare
12,sounding
12,songs
12,solving
12,situations
12,simpler
12,signals
12,sight
12,shooting
12,sheep
12,shall
12,senders
12,senate
12,schools
12,ruling
12,ride
12,resource
12,reproduce
12,replacement
12,rendering
12,reinstall
12,reflect
12,reached
12,quiet
12,qualify
12,push
12,purposes
12,pulling
12,publishers
12,psi
12,protocols
12,printer
12,politician
12,plane
12,pitfalls
12,pipeline
12,passwords
12,origins
12,oriented
12,oops
12,ogle
12,offices
12,occurs
12,occasional
12,objects
12,numerous
12,moves
12,missed
12,minority
12,minor
12,mercenary
12,mathematical
12,math
12,materials
12,maps
12,makers
12,lord
12,limits
12,limitations
12,licensed
12,licences
12,liberalism
12,legit
12,leads
12,lately
12,labour
12,introduction
12,interactions
12,initiated
12,initially
12,improved
12,importance
12,identity
12,identified
12,huh
12,hosts
12,hook
12,holy
12,holidays
12,heck
12,healthy
12,hacking
12,graham
12,gang
12,fuel
12,formerly
12,football
12,flags
12,fetching
12,felt
12,fantasy
12,familiar
12,extraordinary
12,exposure
12,execution
12,exact
12,entrepreneur
12,editorial
12,economist
12,easiest
12,eager
12,dutch
12,drugs
12,drug
12,discussions
12,discussed
12,disclosure
12,directional
12,designer
12,democratic
12,cracked
12,county
12,controls
12,console
12,confidence
12,compensation
12,comparison
12,comparing
12,committed
12,colour
12,closely
12,cleanly
12,classes
12,civilization
12,circumstances
12,chosen
12,chip
12,chances
12,cents
12,centered
12,carriers
12,brown
12,bowling
12,bounce
12,blow
12,bite
12,birds
12,beliefs
12,belief
12,bangkok
12,bag
12,badly
12,averages
12,automated
12,authorities
12,attended
12,artifacts
12,approximately
12,apologies
12,antiquated
12,alive
12,afford
12,acquisition
11,yager
11,writable
11,wood
11,wired
11,winner
11,wedded
11,watched
11,warnings
11,visual
11,vanilla
11,utilities
11,urban
11,unread
11,unlikely
11,units
11,typo
11,twin
11,tuning
11,trigger
11,tribes
11,tribal
11,transform
11,tokens
11,toddler
11,timeout
11,threaten
11,themes
11,theater
11,tens
11,tendency
11,supreme
11,suits
11,suddenly
11,suburban
11,substantial
11,storing
11,stone
11,spirit
11,spin
11,southern
11,sick
11,shown
11,shock
11,scrutiny
11,scheduled
11,scary
11,scanned
11,saving
11,risks
11,reveal
11,respond
11,requirement
11,remaining
11,registry
11,regime
11,regarding
11,regard
11,refund
11,referring
11,reckon
11,reasonably
11,purchased
11,publisher
11,protest
11,prostitute
11,printed
11,presume
11,precedence
11,portfolio
11,politicians
11,piracy
11,pine
11,perspective
11,peoples
11,payment
11,patches
11,pasted
11,owned
11,ordered
11,opt
11,opens
11,omega
11,nonsense
11,noise
11,newest
11,narrow
11,muddied
11,minister
11,microwave
11,mesh
11,mentioning
11,measurements
11,meaningful
11,marshall
11,loop
11,locked
11,laughing
11,laugh
11,ladies
11,laden
11,knowing
11,kills
11,island
11,interviewed
11,interpreter
11,instructions
11,inspired
11,initiative
11,influence
11,indicating
11,impose
11,hurt
11,honest
11,hill
11,herself
11,heritage
11,hence
11,heat
11,hanging
11,handy
11,haiku
11,grown
11,gecko
11,gained
11,fraud
11,forgotten
11,fingers
11,findings
11,feminized
11,fellow
11,fed
11,failing
11,expressed
11,expense
11,escape
11,environmental
11,entities
11,enemies
11,ends
11,elections
11,effectiveness
11,drag
11,distributions
11,disrupting
11,dies
11,determine
11,desired
11,depth
11,demands
11,defect
11,decentralization
11,danger
11,curve
11,critics
11,cream
11,counter
11,conventional
11,containing
11,consulting
11,concluded
11,compromise
11,collections
11,closest
11,cleaned
11,clause
11,classic
11,circle
11,chimera
11,chemistry
11,charges
11,chapman
11,cent
11,castle
11,capture
11,burning
11,bulk
11,bringing
11,breaks
11,boat
11,bloat
11,bliss
11,blew
11,bizarre
11,biased
11,besides
11,beggar
11,band
11,attacked
11,attachments
11,arm
11,architectures
11,arbitrary
11,approved
11,aim
11,advise
11,achieve
11,accounting
11,accident
11,accepted
10,zealot
10,wives
10,winning
10,whereas
10,wear
10,warrant
10,virtually
10,vary
10,vacation
10,utter
10,unparalleled
10,twenty
10,trucks
10,trip
10,trees
10,treaty
10,translation
10,transactions
10,trace
10,token
10,threshold
10,tho
10,tagged
10,synaptic
10,suspicious
10,survey
10,suitable
10,subtle
10,substantially
10,students
10,struggle
10,stew
10,standing
10,stack
10,spaces
10,sooner
10,slowly
10,skeptical
10,sic
10,shoes
10,ships
10,session
10,sector
10,scored
10,scanning
10,samples
10,sake
10,sad
10,ruled
10,roll
10,rise
10,rip
10,rewrite
10,revolution
10,rev
10,retail
10,resulted
10,residents
10,regulations
10,regional
10,recovery
10,recognition
10,readers
10,ranges
10,pushed
10,purchase
10,pump
10,prove
10,properly
10,promoting
10,principle
10,preserved
10,ported
10,polite
10,plugged
10,playback
10,plant
10,pipe
10,physically
10,phrases
10,phase
10,permits
10,performed
10,paradigm
10,packaged
10,opposition
10,operational
10,opening
10,occasion
10,observation
10,obscure
10,nights
10,nevertheless
10,nearby
10,mystery
10,museum
10,mount
10,mondo
10,modest
10,minimize
10,mini
10,millennium
10,meter
10,merge
10,mechanisms
10,measured
10,marks
10,marketplace
10,marked
10,mandrake
10,mailers
10,lover
10,lovely
10,loud
10,losing
10,linking
10,likes
10,liberty
10,liable
10,leverage
10,legally
10,laser
10,japan
10,investigating
10,invalid
10,inter
10,integrating
10,industrial
10,indicators
10,indicates
10,indicate
10,incredible
10,incorrect
10,inches
10,incentive
10,impoverished
10,ignoring
10,ignorance
10,idiot
10,hunter
10,hooked
10,homosexual
10,hints
10,highlight
10,heavily
10,heads
10,harm
10,handled
10,gun
10,grass
10,grab
10,goodbye
10,goals
10,frankly
10,forbids
10,folk
10,firms
10,finger
10,finance
10,films
10,filing
10,fiber
10,feelings
10,extension
10,extend
10,experiences
10,expects
10,executing
10,exclusive
10,exclude
10,estate
10,emissions
10,emerged
10,em
10,educations
10,educational
10,editors
10,dual
10,divorce
10,diversity
10,disturbing
10,disrespectful
10,dictionary
10,dialog
10,describe
10,dates
10,dale
10,cuts
10,cryptography
10,crypto
10,crack
10,couples
10,corruption
10,corrupt
10,cooling
10,cook
10,convince
10,contrast
10,contracts
10,continent
10,consequence
10,confident
10,condition
10,comprehensive
10,compilation
10,colonial
10,colin
10,closer
10,clipboard
10,claws
10,choosing
10,childhood
10,characteristics
10,chaos
10,challenges
10,chairman
10,centralized
10,censor
10,catalog
10,carrying
10,caribou
10,carbon
10,capitalist
10,capitalism
10,capacitors
10,caching
10,burn
10,broadcasting
10,boys
10,boundary
10,bot
10,bone
10,bogus
10,bilateral
10,bass
10,balls
10,backed
10,availability
10,aspects
10,aspect
10,aside
10,approached
10,applying
10,apache
10,anime
10,anarchist
10,amusing
10,ambitious
10,airport
10,aircraft
10,agenda
10,aged
10,affects
10,adopt
10,administrator
10,actively
10,accomplish
10,accepting
9,woody
9,wire
9,wilt
9,wave
9,wars
9,voltage
9,velocity
9,upgrades
9,understands
9,ultimate
9,ubiquitous
9,tweak
9,transmitted
9,transit
9,tradition
9,trading
9,toys
9,tolerance
9,toggle
9,timely
9,ticket
9,thugs
9,thieves
9,thereof
9,technological
9,teaching
9,talented
9,tagging
9,tactics
9,tabbed
9,symbols
9,surprise
9,suffered
9,subsequently
9,struck
9,stress
9,stepped
9,steal
9,stanza
9,sport
9,spider
9,spectrum
9,soviet
9,sorted
9,socialist
9,soap
9,snapshots
9,slight
9,skipping
9,skills
9,silver
9,shipped
9,seventh
9,sentence
9,seized
9,seat
9,season
9,scarce
9,runner
9,romantic
9,roles
9,robot
9,rid
9,returns
9,retained
9,resume
9,responsibility
9,republic
9,representation
9,replying
9,replacements
9,religions
9,relief
9,reliability
9,refused
9,references
9,recording
9,rallies
9,rain
9,pushing
9,prototype
9,propose
9,proposal
9,promising
9,profound
9,profile
9,primitive
9,prime
9,pressure
9,preserve
9,prayer
9,powered
9,pound
9,plug
9,plays
9,plausible
9,pioneer
9,pig
9,photography
9,persons
9,periodically
9,pentagon
9,penalties
9,patients
9,passenger
9,participants
9,parliament
9,parented
9,parent
9,paint
9,packaging
9,pace
9,ownership
9,owl
9,overwhelming
9,override
9,ourselves
9,oracle
9,oldest
9,officers
9,offensive
9,notion
9,noting
9,nine
9,nightmare
9,nick
9,newly
9,naturally
9,mouth
9,motor
9,mosque
9,monitors
9,modes
9,mixer
9,mistakes
9,mission
9,miller
9,maximize
9,marshals
9,marginal
9,margin
9,maid
9,looney
9,longest
9,logic
9,located
9,locale
9,lifted
9,licensing
9,langurs
9,keeps
9,judo
9,jay
9,jar
9,jail
9,investigate
9,invent
9,introduce
9,installs
9,insecure
9,infrared
9,inappropriate
9,improves
9,impression
9,ids
9,hottest
9,hosting
9,hostile
9,holes
9,hatred
9,handshake
9,gulf
9,guessing
9,gross
9,grants
9,graduates
9,giants
9,garden
9,functional
9,fortunately
9,formatting
9,forged
9,forcing
9,fool
9,flying
9,feeding
9,favors
9,fancy
9,fallen
9,fad
9,factors
9,facilitate
9,export
9,explore
9,explicit
9,executable
9,excuse
9,eternally
9,essay
9,enemy
9,ending
9,encoded
9,emu
9,employer
9,employee
9,employed
9,edited
9,earliest
9,drove
9,drawing
9,dollar
9,ditch
9,disks
9,dirty
9,diplomacy
9,dimension
9,digit
9,dial
9,detected
9,deputy
9,depend
9,deleted
9,defenses
9,defeat
9,deeper
9,deemed
9,dad
9,creator
9,creation
9,crappy
9,covers
9,countryside
9,copied
9,cooks
9,converts
9,convert
9,contribute
9,contrail
9,contractual
9,continued
9,contacted
9,constitution
9,constant
9,confirmation
9,concrete
9,concentration
9,complaining
9,compiler
9,commitment
9,commission
9,comfortable
9,colonies
9,collaborate
9,codes
9,coder
9,cleaner
9,centuries
9,cells
9,catholic
9,catches
9,cascade
9,caps
9,cafe
9,bundling
9,budget
9,bow
9,boundaries
9,bounces
9,blonds
9,blamed
9,binding
9,billions
9,bees
9,beer
9,balancing
9,awards
9,award
9,auction
9,attractive
9,attachment
9,ascending
9,arguing
9,argued
9,argue
9,argon
9,archived
9,archbishop
9,announcement
9,airways
9,airlines
9,ahem
9,aesthetics
9,adoption
9,administrative
9,addiction
9,acquire
9,accelerator
9,academic
9,absence
8,zone
8,yours
8,yea
8,writers
8,wing
8,whoever
8,wheeler
8,welfare
8,weigh
8,weekly
8,wales
8,voyage
8,volatile
8,viewer
8,victim
8,venue
8,vapor
8,vampire
8,utility
8,usable
8,ups
8,undefined
8,uncle
8,unbreakable
8,unauthorized
8,ultra
8,troy
8,tricks
8,treasure
8,transmission
8,transferred
8,tracked
8,till
8,tie
8,tickets
8,teeming
8,teams
8,tadpole
8,systematic
8,syndication
8,surprising
8,superior
8,sucked
8,succeed
8,subsection
8,studying
8,strongly
8,stripping
8,striking
8,stretch
8,strategies
8,stops
8,statistical
8,stars
8,squeeze
8,sprint
8,sports
8,splitting
8,solid
8,sole
8,smile
8,skin
8,sister
8,similarity
8,shoulders
8,shorter
8,shore
8,shipping
8,sends
8,semantic
8,secured
8,satisfaction
8,sane
8,royalty
8,routers
8,revenue
8,restaurant
8,responses
8,reservations
8,resent
8,repeatedly
8,rent
8,remotely
8,relies
8,relaxed
8,reducing
8,reduced
8,recover
8,recompiling
8,receding
8,recalls
8,realistic
8,readings
8,rats
8,rat
8,rarely
8,ranking
8,radar
8,queries
8,proving
8,pricing
8,prevented
8,presentation
8,premise
8,preference
8,postfix
8,portion
8,porn
8,populations
8,pope
8,pleased
8,picks
8,photographs
8,phenomena
8,pet
8,persist
8,performing
8,perception
8,patents
8,passport
8,passengers
8,parser
8,pane
8,orange
8,opposed
8,obstacle
8,objections
8,nuclear
8,nowhere
8,notably
8,nix
8,mutual
8,musical
8,mot
8,moral
8,mood
8,minimal
8,metal
8,medium
8,meat
8,meanings
8,marrying
8,manifest
8,maintaining
8,loving
8,logo
8,locking
8,literature
8,lisp
8,lift
8,lieu
8,lane
8,labels
8,kiddies
8,ketchup
8,jun
8,josh
8,jolt
8,irony
8,ironic
8,iron
8,investigators
8,internally
8,interject
8,inspection
8,inspect
8,inserts
8,inserted
8,inquiry
8,immortal
8,immoral
8,ignores
8,ideology
8,ideal
8,icon
8,hurry
8,hosted
8,hood
8,honors
8,homeland
8,holdings
8,hills
8,helium
8,headed
8,hazard
8,greenhouse
8,greatest
8,grain
8,glass
8,gift
8,genom
8,frozen
8,friendships
8,franklin
8,founding
8,forked
8,flip
8,fish
8,fingerprint
8,fifth
8,feeds
8,feasible
8,fashion
8,fan
8,falling
8,faced
8,express
8,expand
8,existent
8,excited
8,ex
8,evolve
8,euro
8,ethnic
8,equally
8,environments
8,enhanced
8,engaged
8,employment
8,employees
8,emotional
8,elite
8,electronics
8,electoral
8,eastern
8,dubbed
8,drew
8,drawn
8,dragons
8,dragged
8,doomed
8,doom
8,doctors
8,dive
8,ditto
8,distant
8,dissertation
8,displays
8,displayed
8,dish
8,disease
8,disappearing
8,disappear
8,digging
8,detect
8,desire
8,derived
8,dense
8,denied
8,deleting
8,deck
8,curse
8,crowd
8,crook
8,cracker
8,coulter
8,converting
8,controllers
8,contribution
8,contrary
8,constructive
8,considerable
8,consecutive
8,conflicting
8,conclude
8,concerning
8,complexity
8,completion
8,completed
8,complaints
8,complaint
8,companionship
8,comp
8,committees
8,commitments
8,commented
8,combined
8,columns
8,colors
8,collecting
8,clearer
8,chocolate
8,chiefs
8,chest
8,checkpoint
8,chars
8,carefully
8,capita
8,capacitor
8,candidate
8,bust
8,bubble
8,bridges
8,bowel
8,boring
8,borders
8,boost
8,bonus
8,bones
8,bombing
8,blocks
8,blackouts
8,bison
8,birch
8,bios
8,bid
8,biases
8,beaten
8,bars
8,baffled
8,awl
8,awful
8,authenticated
8,assured
8,associate
8,assertion
8,arch
8,approaching
8,appeal
8,annually
8,anger
8,analogies
8,amazingly
8,alternatives
8,album
8,alaska
8,afterwards
8,affected
8,affair
8,admits
8,admissions
8,administrators
8,adapt
8,acting
8,achievement
8,accused
8,accessible
8,acceptance
8,abuse
8,abandoned
7,worthy
7,worthless
7,wolf
7,witness
7,wipe
7,wins
7,wayside
7,waves
7,wander
7,wages
7,vital
7,visionary
7,viewpoint
7,vessels
7,venues
7,utterly
7,upstream
7,unspun
7,undo
7,underneath
7,trips
7,tricky
7,trends
7,trek
7,translations
7,transforming
7,transformed
7,tramp
7,tracks
7,topics
7,ton
7,titles
7,thrash
7,thin
7,thereby
7,theoretical
7,theme
7,terror
7,terrain
7,tenure
7,tedious
7,teacher
7,targeted
7,tank
7,tad
7,tab
7,switches
7,swing
7,sweet
7,swallow
7,suspicion
7,suspected
7,suit
7,suggestion
7,sufficiently
7,suffering
7,stupidity
7,strike
7,strict
7,stir
7,sticking
7,stern
7,steady
7,stake
7,specs
7,speaker
7,spans
7,son
7,solely
7,soldiers
7,solar
7,snot
7,snap
7,slick
7,slaves
7,slate
7,silicon
7,silence
7,shutdown
7,shrink
7,shopping
7,shame
7,shallow
7,severely
7,settle
7,served
7,serve
7,servants
7,seminar
7,scavenger
7,scattered
7,route
7,rooms
7,rocket
7,roads
7,rival
7,ring
7,rewriting
7,restrict
7,restored
7,restaurants
7,responded
7,residence
7,reserve
7,representatives
7,representative
7,represent
7,repeat
7,render
7,remembering
7,releasing
7,reign
7,regulatory
7,refuge
7,reductions
7,recommendations
7,receives
7,rear
7,realized
7,rapid
7,raises
7,quit
7,pursuit
7,pursuing
7,pursue
7,purging
7,provisions
7,provinces
7,protecting
7,prosecute
7,profits
7,producing
7,problematic
7,privileges
7,privileged
7,prints
7,pressing
7,presented
7,pregnant
7,predicted
7,poorly
7,pleasure
7,plants
7,pity
7,pissed
7,pierce
7,periods
7,performs
7,parroting
7,parameter
7,paragraph
7,palm
7,pairs
7,overregulation
7,overlap
7,overhead
7,outlets
7,orthogonal
7,oral
7,optimized
7,optimize
7,opponents
7,ocean
7,obligated
7,nutshell
7,novelist
7,novel
7,notification
7,nit
7,nifty
7,nest
7,neighbors
7,negatives
7,myth
7,multiples
7,movement
7,mountains
7,motives
7,motivated
7,monopoly
7,monkeys
7,mongers
7,moments
7,metre
7,methane
7,meta
7,messed
7,merger
7,mercury
7,menus
7,medicine
7,medical
7,median
7,measurement
7,meantime
7,maxwell
7,mating
7,mate
7,markup
7,marathon
7,manufacturing
7,malicious
7,malice
7,maker
7,maintains
7,mafia
7,macs
7,mach
7,luxury
7,lunch
7,lucrative
7,loves
7,loses
7,lonely
7,locations
7,loan
7,loads
7,limiting
7,lifetime
7,lewis
7,lesson
7,legendary
7,leaves
7,laying
7,lawyers
7,launching
7,latency
7,lake
7,lab
7,joining
7,johnny
7,jailed
7,jaguar
7,issued
7,irrelevant
7,investor
7,interviews
7,interfaces
7,intention
7,intense
7,injury
7,informed
7,indices
7,incredibly
7,incorporate
7,inconsistent
7,inbound
7,importantly
7,implications
7,idiotic
7,hurts
7,housing
7,honoring
7,hired
7,heterosexual
7,havoc
7,hassles
7,happiness
7,handed
7,hacksaw
7,hacks
7,guides
7,guided
7,guide
7,grub
7,gore
7,goods
7,golden
7,gloating
7,ghost
7,generating
7,gathering
7,gate
7,fuzzy
7,fundamentally
7,frightening
7,fried
7,freeze
7,franchise
7,foul
7,forums
7,formed
7,flexibility
7,flames
7,flagged
7,fitness
7,fires
7,figuring
7,fans
7,failures
7,extras
7,extinct
7,exposed
7,expertise
7,exercise
7,exception
7,everyday
7,evenly
7,ethical
7,estimate
7,errata
7,enlightenment
7,enhance
7,encrypt
7,encouraged
7,eliminate
7,electricity
7,eide
7,earthquake
7,ears
7,dug
7,dry
7,drinks
7,dos
7,disaster
7,dimensions
7,desk
7,describes
7,descendants
7,depression
7,deploying
7,deployed
7,deeply
7,deepening
7,decrypt
7,decrease
7,declined
7,debt
7,dash
7,darn
7,damaged
7,curl
7,cry
7,crop
7,crashing
7,crashes
7,crash
7,counts
7,countless
7,counterpressure
7,counterparts
7,counted
7,corrupted
7,cope
7,contest
7,contacts
7,consumption
7,consultant
7,constitutional
7,confusion
7,confusing
7,confuse
7,conferences
7,conduct
7,competence
7,communist
7,commenting
7,combines
7,combine
7,colorado
7,clearing
7,classification
7,classical
7,citizen
7,chemical
7,charts
7,charged
7,chair
7,certified
7,centric
7,catching
7,cartoon
7,carried
7,campaigners
7,calculations
7,calculated
7,cake
7,caches
7,bury
7,burned
7,builds
7,brothers
7,broadcast
7,breeding
7,bothered
7,boss
7,borrow
7,bomb
7,blurb
7,bloody
7,blast
7,bitter
7,bird
7,biological
7,betas
7,beneath
7,banking
7,bags
7,backs
7,awhile
7,attitude
7,assumed
7,assessment
7,assembly
7,announcing
7,anniversary
7,anecdote
7,analyzing
7,amazon
7,alter
7,algorithms
7,aimed
7,affect
7,advertise
7,advent
7,advantages
7,adopting
7,admitted
7,addressed
7,acknowledgement
7,accurately
7,accessibility
7,accelerators
7,academy
7,abstract
7,aboard
6,zones
6,yielding
6,wounded
6,worthwhile
6,workshop
6,wholly
6,whitey
6,wheels
6,wet
6,welsh
6,weakness
6,wasted
6,warns
6,wallet
6,vivid
6,visited
6,violin
6,violators
6,violate
6,vigorous
6,viewed
6,videos
6,viable
6,veteran
6,vertical
6,verified
6,vehicles
6,varies
6,variations
6,valley
6,validation
6,upset
6,upcoming
6,unveiled
6,unresponsive
6,unmet
6,universities
6,unfettered
6,unexpected
6,undergraduate
6,unavailable
6,twenties
6,tweaked
6,tuned
6,tune
6,troubled
6,triggered
6,tremendous
6,traveled
6,trap
6,translator
6,transition
6,tongue
6,tone
6,thrive
6,thoroughly
6,thirty
6,theories
6,terry
6,teeth
6,taste
6,tasks
6,tapes
6,tail
6,sycamore
6,swapped
6,sustained
6,surpassing
6,supplies
6,submitted
6,subconscious
6,stronger
6,stripes
6,streaming
6,stranger
6,statues
6,standardization
6,stamp
6,stages
6,squeaky
6,spokeswoman
6,spell
6,specializes
6,speaks
6,spawn
6,sophistication
6,socks
6,snickers
6,smooth
6,smiles
6,smarter
6,slip
6,slim
6,slides
6,slave
6,skilled
6,sighting
6,siemens
6,sidewalk
6,shy
6,shuffle
6,shrimp
6,shortcuts
6,shoe
6,settled
6,separately
6,sensible
6,senses
6,senator
6,sells
6,selecting
6,seldom
6,seemingly
6,seeking
6,secular
6,secretary
6,searched
6,scroll
6,screwed
6,schemes
6,schema
6,scams
6,safely
6,royal
6,row
6,rotate
6,rolling
6,rocking
6,rings
6,ridiculous
6,richest
6,revolutionary
6,revenues
6,restore
6,respective
6,respecting
6,rescue
6,res
6,renamed
6,remarks
6,reincarnation
6,reincarnate
6,regulators
6,regulated
6,reform
6,reflects
6,refer
6,reconfigure
6,recompiled
6,recognized
6,reaching
6,rants
6,rank
6,questionable
6,pursued
6,purge
6,purely
6,punching
6,punch
6,publicly
6,psychic
6,provoking
6,provocative
6,protects
6,properties
6,proliferation
6,prohibited
6,programmes
6,programmed
6,producers
6,processors
6,processed
6,prevents
6,preferably
6,predominantly
6,predict
6,poster
6,possibilities
6,porting
6,popularity
6,plot
6,plaza
6,plate
6,planets
6,plagued
6,ping
6,pier
6,photographer
6,phoenix
6,pesky
6,periodic
6,penguins
6,peak
6,pays
6,pause
6,partial
6,parrot
6,parking
6,parker
6,paranoid
6,parameters
6,parallel
6,parachute
6,packs
6,packing
6,packets
6,overcome
6,outputting
6,outgoing
6,outer
6,originating
6,originated
6,organic
6,optimizing
6,oppose
6,occupation
6,observer
6,nth
6,notify
6,northwest
6,nervous
6,neighborhood
6,needy
6,nazi
6,namely
6,naive
6,mysterious
6,motivate
6,monsters
6,monitoring
6,modifying
6,mob
6,miserable
6,millionaire
6,mildly
6,mighty
6,microwaves
6,meters
6,messing
6,merged
6,mentally
6,mechanical
6,measures
6,maze
6,matching
6,matched
6,marking
6,manifesto
6,manages
6,mammals
6,lying
6,lubricants
6,lowest
6,lowery
6,loved
6,loops
6,logging
6,logged
6,locals
6,locally
6,listing
6,lima
6,lies
6,liability
6,li
6,levy
6,lee
6,lazy
6,lay
6,lawsuit
6,las
6,landed
6,knee
6,kitchen
6,kiss
6,kings
6,keyboards
6,keen
6,juniper
6,junior
6,judgment
6,journalist
6,jokes
6,jealous
6,irregulars
6,involving
6,invited
6,invite
6,investigations
6,invest
6,invasion
6,intuition
6,intervention
6,interpret
6,interestingly
6,inspections
6,innocent
6,inner
6,inherited
6,informative
6,inevitable
6,industrious
6,indicator
6,indicated
6,independence
6,incorrectly
6,incidentally
6,improving
6,improvements
6,impressive
6,imposed
6,importing
6,idiots
6,icy
6,hysterical
6,hurting
6,hunters
6,humorous
6,household
6,horses
6,hoped
6,hooking
6,homer
6,holiday
6,holders
6,historic
6,hiring
6,hijacker
6,hex
6,hetero
6,heather
6,hearts
6,harmful
6,happily
6,hanuman
6,handful
6,hacker
6,hacked
6,habits
6,guilty
6,guard
6,guarantees
6,grief
6,greetings
6,grateful
6,grabbed
6,goodness
6,ginger
6,geodesic
6,genre
6,genome
6,genetic
6,generic
6,generations
6,gender
6,gathered
6,gases
6,gangs
6,gains
6,furthermore
6,fry
6,fruitful
6,fries
6,freely
6,forests
6,fly
6,fluid
6,financing
6,filling
6,filled
6,fees
6,fashioned
6,farm
6,fantastic
6,falls
6,extremes
6,exposing
6,exploits
6,experiments
6,expenses
6,excess
6,essence
6,escaped
6,equipped
6,environmentalists
6,envelope
6,entered
6,enrollment
6,enjoyed
6,engineered
6,engage
6,eng
6,enduring
6,endorsed
6,encourages
6,encountered
6,emergency
6,embrace
6,eight
6,eff
6,eating
6,duration
6,dummy
6,dull
6,drops
6,dropping
6,dropouts
6,draw
6,draft
6,doors
6,dominated
6,dividend
6,dispute
6,dispatch
6,disparity
6,discovering
6,disappointing
6,disagreements
6,directing
6,dinner
6,dining
6,dime
6,difficulties
6,diamond
6,dexter
6,devotees
6,devil
6,destroy
6,descriptions
6,deer
6,decorations
6,daisy
6,daemon
6,cycles
6,cute
6,customize
6,cup
6,cull
6,crystal
6,cruise
6,criticism
6,criminals
6,crimes
6,creature
6,creators
6,creates
6,crank
6,crafted
6,courses
6,costly
6,correlation
6,cordless
6,conversion
6,convention
6,controversial
6,controlling
6,consultants
6,consult
6,constraints
6,consistently
6,consideration
6,consequences
6,confiscated
6,compressed
6,composition
6,compare
6,commandments
6,comic
6,colleague
6,cola
6,coercion
6,coca
6,clutter
6,clothing
6,cline
6,climbing
6,clicks
6,cleared
6,cleanest
6,citizenship
6,chores
6,chicks
6,chicken
6,chick
6,charm
6,charity
6,chalk
6,centres
6,centers
6,celebrate
6,ceiling
6,categories
6,captured
6,calif
6,calendar
6,burns
6,bureaucracy
6,bump
6,bulger
6,buff
6,buck
6,bubbles
6,browsers
6,brother
6,broke
6,brickbats
6,bottle
6,booting
6,bobby
6,blindly
6,blaming
6,berlin
6,bee
6,beauty
6,bearing
6,batteries
6,bastards
6,bash
6,bases
6,barriers
6,baroness
6,banned
6,ban
6,balloons
6,bail
6,badge
6,bacon
6,backdoor
6,babies
6,awfully
6,avoiding
6,avoided
6,ave
6,authoritative
6,attributes
6,attribute
6,attracted
6,attorney
6,attending
6,attend
6,attacker
6,assault
6,artifact
6,arrival
6,array
6,arrangement
6,architectural
6,archaeologist
6,appropriately
6,annoyed
6,announce
6,amen
6,alike
6,alert
6,alarm
6,airbus
6,advisory
6,advertised
6,adult
6,adopted
6,adjust
6,adequate
6,additions
6,adapted
6,activist
6,accordingly
6,accomplished
6,accidentally
6,abstraction
6,abilities
5,zealous
5,yay
5,wrapped
5,wound
5,wizard
5,wishful
